number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,house_age,years_since_renovation
4,2.5,2260,9686,1.0,0,0,4,7,1520,740,122072,52.516,-114.408,1750,9916,1,70,224950,59,59
3,2.75,3290,22649,2.0,0,0,4,8,3290,0,122053,52.7541,-114.383,2750,6119,2,74,595000,31,31
4,2.75,2050,7171,1.0,0,0,3,8,1540,510,122019,52.8494,-114.232,1960,7110,1,51,528000,36,36
2,1.0,1550,4600,1.0,0,0,4,7,1050,500,122007,52.916,-114.574,1550,4600,1,70,555000,83,83
3,1.5,1300,19163,1.0,0,0,3,7,1300,0,122005,52.8986,-114.343,1590,9744,1,68,425000,60,60
3,2.19,2127,18606,1.74,1,1,3,7,1779,185,122032,52.78,-114.41,1776,15328,2,65,905409,52,51
4,2.5,2750,4800,2.0,0,0,3,9,1960,790,122028,52.9009,-114.527,2400,5300,3,53,1030000,119,19
4,2.5,3560,6187,2.0,0,0,3,9,3560,0,122011,52.7893,-114.206,3190,6981,2,50,770000,21,21
3,2.25,2160,15360,1.0,0,0,3,8,1410,750,122030,52.8532,-114.328,2180,8480,3,69,550000,59,24
3,1.0,1260,24550,1.5,0,2,4,7,1260,0,122016,52.7742,-114.586,2500,12320,1,67,665000,87,87
5,3.0,2510,4125,1.5,0,3,5,8,1590,920,122054,52.8268,-114.48,2190,5415,2,50,881000,99,99
3,1.91,2111,18759,1.45,1,1,3,7,1912,273,122039,52.78,-114.42,1985,9592,1,66,850849,38,47
3,1.75,2040,22693,1.0,0,0,4,8,2040,0,122035,52.5819,-114.33,1950,6280,3,76,355000,44,44
3,2.03,2205,12278,1.45,1,1,3,7,1811,218,122030,52.78,-114.39,2095,20737,2,65,961704,61,51
3,2.11,2197,13709,1.42,1,1,3,7,1724,278,122038,52.77,-114.44,1948,14071,1,66,923499,45,49
3,2.0,2220,6641,1.0,0,2,4,7,1220,1000,122032,52.8726,-114.578,1800,5900,3,56,875000,77,77
3,1.0,940,8377,1.0,0,0,4,7,940,0,122048,52.8274,-114.39,1710,6900,1,73,725000,72,72
3,2.25,2059,21696,1.52,1,1,3,7,2040,414,122040,52.79,-114.4,1961,8863,2,61,835767,55,57
3,3.0,1730,1902,3.0,0,0,3,8,1730,0,122007,52.9244,-114.567,1830,1804,3,54,566950,10,10
3,1.5,980,7790,1.0,0,0,5,7,980,0,122033,52.9441,-114.403,1390,7280,2,68,350000,55,55
3,2.09,2251,17531,1.61,1,1,3,7,1579,344,122034,52.78,-114.4,1944,10612,1,65,937682,50,52
4,2.0,2850,14810,2.0,0,0,5,8,2490,360,122048,52.8192,-114.393,2430,10454,1,61,993000,70,70
3,1.93,2206,15016,1.55,1,1,3,7,1894,345,122034,52.81,-114.37,1780,2583,2,62,969690,47,49
3,2.25,1740,9370,1.0,0,0,3,7,1390,350,122043,52.621,-114.506,1740,7555,1,71,289950,32,32
3,1.75,1890,11875,1.0,0,0,3,7,1230,660,122025,52.6772,-113.964,1580,10920,2,76,271900,45,45
3,2.18,2189,23052,1.67,1,1,3,7,1949,371,122033,52.78,-114.44,1992,19412,1,66,941262,57,49
3,2.18,2283,19244,1.53,1,1,3,7,1888,294,122025,52.79,-114.4,1901,9142,1,66,963259,59,51
3,2.12,2365,24417,1.45,1,1,3,7,1675,243,122032,52.76,-114.39,1969,16122,2,63,561295,56,43
3,1.96,2123,15762,1.55,1,1,3,7,1610,203,122034,52.78,-114.41,2156,7640,1,66,884825,48,44
4,2.5,2480,8626,2.0,0,0,3,10,2480,0,122039,52.5485,-114.452,2990,9033,2,60,420000,23,23
3,2.24,1936,9560,1.37,1,1,3,7,1784,321,122032,52.77,-114.43,1882,6010,1,64,501490,53,51
2,1.0,1130,2640,1.0,0,0,4,8,1130,0,122061,52.8738,-114.547,1680,3200,1,63,631500,97,97
3,2.17,1880,19599,1.5,1,1,3,7,1729,347,122032,52.8,-114.4,2053,10688,2,66,649145,62,46
3,1.95,2309,13145,1.43,1,1,3,7,1561,275,122035,52.77,-114.44,2023,6396,2,64,952311,55,43
3,2.5,2050,3218,3.0,0,0,3,7,2050,0,122038,52.9912,-114.534,2050,7200,1,61,427000,16,16
3,2.0,1540,7800,1.0,0,0,3,8,1540,0,122022,52.9341,-114.478,1510,7800,3,64,525000,20,20
3,2.27,2359,16060,1.4,1,1,3,7,1920,398,122033,52.75,-114.36,1834,8882,1,65,561667,51,53
3,2.19,1887,13425,1.46,1,1,3,7,1722,365,122034,52.81,-114.38,1964,8434,2,66,648515,53,56
4,3.0,2180,12196,2.0,0,0,4,7,2180,0,122012,52.7638,-114.223,1500,6534,2,59,499900,56,56
3,1.75,1750,7020,2.0,0,0,3,7,1750,0,122062,52.5564,-114.228,1170,9546,2,50,510000,90,46
3,2.06,2026,3204,1.35,1,1,3,7,1614,278,122031,52.79,-114.44,2100,7902,1,66,628542,54,55
4,4.25,3650,5328,1.5,0,0,3,9,2330,1320,122003,52.868,-114.552,1710,3600,1,80,1520000,117,10
3,1.98,2159,17426,1.48,1,1,3,7,1829,268,122037,52.78,-114.41,2027,9345,2,63,920947,55,49
3,1.96,1869,1242,1.48,1,1,3,7,1892,241,122034,52.82,-114.43,1972,11742,1,66,668282,57,52
3,1.75,1440,11787,1.0,0,0,3,8,1440,0,122019,52.8576,-114.223,2190,11787,3,67,495000,41,41
2,2.25,2210,5500,1.0,0,0,4,8,1410,800,122007,52.927,-114.58,2140,6600,1,56,614306,56,56
3,2.1,2099,12748,1.4,1,1,3,7,1831,262,122031,52.83,-114.39,1843,10792,2,65,922340,55,43
3,1.75,1910,10230,1.0,0,0,4,7,1290,620,122067,52.6485,-114.397,1590,10800,3,63,250000,60,60
5,2.25,2980,7781,1.0,0,0,3,9,1580,1400,122022,52.9348,-114.469,2310,7781,1,50,600000,64,64
3,2.05,2030,9291,1.48,1,1,3,7,1934,384,122032,52.77,-114.44,2093,12334,1,65,626303,66,50
4,2.25,2090,10869,2.0,0,0,3,8,2090,0,122010,52.9015,-114.354,1800,17788,1,74,490000,54,54
3,2.22,2174,14965,1.57,1,1,3,7,1714,445,122036,52.8,-114.43,2081,16842,2,62,963326,50,52
4,2.5,2286,6250,2.0,0,0,3,8,2286,0,122053,52.7474,-114.384,2110,4711,2,53,481000,22,22
3,1.75,2430,5000,2.0,0,0,4,7,1760,670,122007,52.9085,-114.562,1320,4062,3,64,626000,79,79
4,2.5,2200,5730,2.0,0,0,3,8,2200,0,122035,52.5782,-114.343,2200,5772,3,68,299900,21,21
2,2.16,2394,9812,1.46,1,1,3,7,1985,204,122031,52.81,-114.44,2041,17699,2,64,1063878,50,53
2,1.0,790,7500,1.0,0,0,3,6,790,0,122017,52.9944,-114.388,1970,8970,2,77,245500,74,74
3,2.0,2014,12173,1.44,1,1,3,7,1799,242,122033,52.77,-114.42,1964,12790,1,65,567853,55,50
3,2.05,2019,6909,1.4,1,1,3,7,1658,291,122034,52.76,-114.4,2157,17166,2,65,535884,51,57
3,2.1,2097,14942,1.46,1,1,3,7,2215,211,122030,52.76,-114.41,2024,10733,1,65,542040,50,51
2,1.0,1270,5100,1.0,0,0,3,7,1100,170,122006,52.9071,-114.518,1670,3900,1,68,611000,124,124
3,2.16,2221,12128,1.49,1,1,3,7,1815,372,122038,52.81,-114.44,1963,16562,1,62,1004432,50,39
2,1.75,1100,7600,1.0,0,0,3,6,1100,0,122043,52.6436,-114.508,1230,7350,1,63,189650,44,44
4,2.25,1930,7207,1.0,0,0,4,7,1360,570,122065,52.6083,-114.372,1760,7207,2,66,280000,36,36
3,3.25,3410,25741,2.0,0,0,4,8,3410,0,122041,52.9229,-114.058,1660,25865,3,77,720000,31,31
4,4.5,3860,15246,2.0,0,4,3,11,2940,920,122027,52.79,-114.351,3750,14790,2,60,1700000,20,20
3,3.0,2230,1407,2.5,0,0,3,8,1850,380,122012,52.7746,-114.207,2290,1407,1,66,635000,11,11
5,3.0,3610,9775,2.0,0,0,3,8,3610,0,122024,52.5845,-114.201,2800,8582,1,72,540000,21,21
3,1.98,2114,15315,1.5,1,1,3,7,1784,180,122028,52.82,-114.38,2104,18911,2,67,958327,47,42
3,2.02,2266,15352,1.49,1,1,3,7,2017,271,122033,52.75,-114.43,2200,6651,2,65,552939,49,48
4,2.5,2790,7956,2.0,0,0,3,9,2790,0,122043,52.5981,-114.5,1660,8192,1,73,375000,19,19
3,1.98,2206,11064,1.52,1,1,3,7,1671,307,122034,52.78,-114.43,1966,12296,1,63,923567,52,45
4,3.5,3440,6000,2.0,0,0,4,8,3440,0,122043,52.6377,-114.521,1660,7800,1,74,455000,22,22
3,1.5,1420,22100,1.0,0,0,5,7,1420,0,122035,52.6493,-114.339,1540,21780,2,68,269900,67,67
4,2.25,2070,39446,1.0,0,0,3,8,1470,600,122014,53.0065,-114.466,2140,12043,2,68,445800,47,47
4,2.25,1920,8259,2.0,0,0,4,8,1920,0,122012,52.7916,-114.278,2030,8910,1,77,625000,45,45
3,2.25,1570,7475,1.0,0,0,4,7,1200,370,122033,52.9523,-114.364,1700,7230,3,70,425000,41,41
3,1.86,1920,8037,1.59,1,1,3,7,1792,382,122029,52.81,-114.45,2107,8328,1,67,673515,44,55
3,1.75,1410,9150,1.0,0,0,5,7,1410,0,122027,52.7983,-114.368,1800,9940,3,77,365000,65,65
3,2.21,1971,28317,1.41,1,1,3,7,1888,295,122030,52.79,-114.42,2108,12115,1,64,589497,55,47
5,3.0,2640,5096,2.0,0,0,3,10,2640,0,122006,52.9109,-114.478,1610,5217,3,57,910000,15,15
3,1.0,1400,4800,1.0,0,0,4,6,700,700,122016,52.7799,-114.581,1470,6000,3,69,435000,107,107
4,2.5,2340,9748,1.0,0,1,3,8,1610,730,122040,52.5663,-114.521,2070,8241,2,54,339900,43,43
3,2.0,1905,19865,1.41,1,1,3,7,1894,300,122025,52.83,-114.39,1952,10926,2,64,694960,53,51
4,2.5,2880,7386,2.0,0,0,4,9,2880,0,122046,52.6697,-114.34,2420,7663,2,64,440000,37,37
2,2.0,1470,3128,2.0,0,0,3,6,1470,0,122024,52.579,-114.211,1180,2576,2,54,241000,19,19
5,2.75,2920,11880,1.0,0,0,5,8,1660,1260,122012,52.7433,-114.221,3910,14491,3,59,850000,56,56
4,2.5,2070,6175,2.0,0,0,3,8,2070,0,122023,52.5562,-114.364,1940,6175,1,59,272000,31,31
3,2.32,2178,6790,1.45,1,1,3,8,1722,291,122030,52.77,-114.37,2019,14123,1,64,1092087,50,46
3,2.12,2063,12691,1.57,1,1,3,7,1925,278,122030,52.81,-114.44,1948,13950,1,63,906367,53,45
3,2.5,1650,4218,2.0,0,0,3,8,1650,0,122020,52.8298,-114.206,1650,4559,1,59,485000,24,24
4,3.0,2010,8171,2.0,0,0,3,8,2010,0,122017,52.9988,-114.408,2090,8203,3,75,434000,51,51
3,2.29,2075,12393,1.6,1,1,3,7,1671,448,122033,52.78,-114.43,2103,9940,2,63,825500,53,47
1,1.0,700,2500,1.0,0,0,4,7,700,0,122034,52.7962,-114.554,1340,5000,3,51,295000,117,117
5,2.75,2860,6000,2.5,0,0,4,8,2380,480,122054,52.8206,-114.506,2240,6000,3,64,750000,122,122
3,2.12,2216,20385,1.39,1,1,3,7,1805,365,122029,52.75,-114.41,2123,8851,1,66,548113,59,53
3,2.25,1400,7205,1.0,0,0,3,7,1140,260,122065,52.579,-114.356,1970,7252,1,52,220000,39,39
3,1.93,2091,10335,1.51,1,1,3,7,1682,354,122032,52.74,-114.37,1979,9910,2,65,519773,47,46
3,2.08,2091,15724,1.46,1,1,3,7,1929,311,122035,52.79,-114.4,2123,13170,2,65,859456,49,48
3,1.0,1390,12823,1.0,0,0,4,7,1390,0,122037,52.9738,-114.265,1390,10095,3,63,319000,56,56
3,3.0,2260,1834,2.0,0,0,3,8,1660,600,122044,52.8411,-114.498,2260,1834,3,74,651000,22,22
4,2.5,1800,8100,2.0,0,0,3,7,1800,0,122024,52.5911,-114.237,1590,8100,1,67,250000,26,26
3,2.17,2120,4292,1.5,1,1,3,7,1905,147,122035,52.8,-114.41,1826,9294,2,66,904697,48,55
3,2.22,2234,14235,1.38,1,1,3,7,1964,331,122030,52.81,-114.41,1965,9123,1,65,996025,58,49
4,1.75,2120,15920,1.0,0,0,4,7,1060,1060,122058,53.001,-114.448,2200,12580,2,78,425000,64,64
3,2.5,1480,7210,1.0,0,0,3,7,1180,300,122018,52.5424,-114.541,1690,7396,2,70,276200,38,38
4,2.25,2060,10358,1.0,0,0,4,8,1320,740,122027,52.7778,-114.364,2060,9676,3,58,558000,62,62
3,2.21,2107,12293,1.37,1,1,3,7,1905,199,122036,52.78,-114.43,1919,20484,2,64,861598,57,52
3,2.25,2780,6000,1.0,0,3,4,9,1670,1110,122032,52.8742,-114.596,2780,6000,1,65,834500,76,76
3,2.17,1754,8123,1.33,1,1,3,7,1769,297,122027,52.82,-114.39,2086,14249,1,65,701498,51,50
3,2.0,2070,9600,1.0,0,1,3,7,1590,480,122071,52.846,-114.429,3000,16215,1,66,1350000,78,78
2,1.75,2060,2700,1.0,0,0,3,7,1030,1030,122006,52.9156,-114.502,1390,2700,3,76,485000,95,95
4,2.25,2180,7000,1.0,0,0,3,8,1680,500,122042,52.6951,-114.382,2000,8000,3,72,318000,55,55
3,1.0,1560,3960,1.5,0,0,4,7,1560,0,122054,52.8236,-114.491,1280,3960,1,63,595000,117,117
4,3.5,3950,12320,2.0,0,0,3,10,3950,0,122008,52.7714,-114.059,3920,11086,3,60,771150,23,23
5,2.0,3920,5250,1.5,0,0,5,7,2560,1360,122054,52.8098,-114.484,1830,4240,2,71,760000,114,114
3,0.75,1330,7020,1.0,0,0,5,7,1330,0,122064,52.7677,-114.566,1410,5802,3,63,385000,100,100
1,2.25,1940,2550,2.0,0,0,4,7,1100,840,122038,52.9613,-114.533,1580,5100,2,73,315000,45,45
3,2.19,2027,1,1.42,1,1,3,8,1756,181,122032,52.81,-114.42,2066,13913,1,66,832513,59,51
3,2.08,2129,17279,1.53,1,1,3,7,1705,310,122031,52.77,-114.34,2078,15495,1,64,918891,48,48
3,2.3,2183,8817,1.34,1,1,3,7,2083,210,122029,52.79,-114.4,2084,8721,1,67,931969,55,52
3,2.0,2232,20348,1.44,1,1,3,7,1812,322,122031,52.76,-114.39,1894,7535,2,63,551351,49,58
4,2.5,2670,11877,2.0,0,0,3,9,2670,0,122019,52.8627,-114.226,2430,11333,1,71,669950,28,28
3,2.5,2110,4118,2.0,0,0,3,8,2110,0,122035,52.6178,-114.343,2110,4044,3,79,345950,35,35
3,1.75,2330,9652,1.0,0,0,4,8,1590,740,122057,52.8014,-114.401,2420,9631,1,66,680000,56,56
3,2.31,2222,1,1.41,1,1,3,7,1536,289,122040,52.81,-114.35,2098,17216,2,65,982089,52,55
4,2.5,1880,7965,2.0,0,0,3,7,1880,0,122024,52.5942,-114.242,1570,7584,3,66,324900,24,24
3,2.13,2036,8187,1.5,1,1,3,7,1636,282,122034,52.8,-114.37,1960,12830,2,64,832730,52,51
3,1.75,2020,11050,1.0,0,0,4,8,1320,700,122015,52.7006,-114.309,1940,11050,1,54,330000,55,55
3,2.01,2062,11271,1.65,1,1,3,7,1616,330,122031,52.79,-114.36,2003,22039,1,64,853511,48,49
3,2.0,1880,10758,1.0,0,0,5,6,940,940,122015,52.7391,-114.334,2060,21000,3,71,320000,72,72
3,2.13,2165,22963,1.51,1,1,3,7,1797,244,122027,52.78,-114.39,2166,11853,1,64,933799,54,48
3,1.0,1190,9600,1.0,0,0,3,7,1190,0,122025,52.7105,-113.952,1360,10140,2,55,299500,43,43
3,1.99,2059,30910,1.5,1,1,3,7,1694,425,122037,52.8,-114.38,1947,21103,2,64,885790,49,40
3,2.25,2110,7665,1.0,0,0,4,7,1360,750,122018,52.5382,-114.562,1660,8436,2,74,305000,51,51
5,2.75,3750,8279,2.0,0,0,3,9,3750,0,122019,52.8339,-114.25,3450,8279,2,50,910000,23,23
3,2.0,1460,2610,2.0,0,0,3,8,1460,0,122028,52.9164,-114.535,1320,3000,2,75,444000,37,37
3,1.93,1924,19799,1.49,1,1,3,7,1955,301,122031,52.76,-114.39,1941,12109,2,65,487689,54,57
3,2.28,1901,9836,1.6,1,1,3,7,1359,297,122033,52.77,-114.42,1985,18475,1,63,506403,55,62
3,2.23,2329,7414,1.56,1,1,3,7,2054,365,122033,52.81,-114.39,1959,15722,2,64,1046012,59,51
3,2.23,2031,20890,1.49,1,1,3,7,1773,371,122031,52.77,-114.4,1971,10724,2,63,612503,44,60
4,1.75,2320,5490,1.0,0,3,3,8,1160,1160,122063,52.7391,-114.431,2240,7200,2,60,416100,68,68
3,1.75,1890,3825,1.0,0,0,3,7,1290,600,122007,52.9131,-114.571,1320,3825,1,61,524950,50,50
3,2.38,2356,18225,1.52,1,1,3,7,1933,535,122032,52.81,-114.39,1967,15618,2,65,1062596,49,43
3,1.97,2126,17421,1.36,1,1,3,8,2098,235,122032,52.81,-114.4,1862,18661,2,65,1129131,48,45
3,2.25,1972,19005,1.53,1,1,3,7,2125,303,122032,52.81,-114.41,1929,8733,1,66,685978,45,46
3,2.07,2037,10986,1.31,1,1,3,7,1768,300,122035,52.76,-114.4,2087,12357,1,64,541097,53,40
3,2.0,1650,7104,2.0,0,0,3,8,1650,0,122050,52.9353,-114.564,1730,7104,2,65,643500,79,38
3,2.5,2080,8690,1.0,0,0,3,8,1430,650,122031,52.6724,-114.534,2400,9625,2,53,549950,50,50
3,2.11,2333,20010,1.43,1,1,3,7,2100,243,122033,52.78,-114.41,2103,12554,2,64,990246,56,48
3,2.01,2093,35104,1.57,1,1,3,8,1913,290,122027,52.78,-114.4,1981,17513,1,66,986150,45,47
3,1.0,1440,8681,1.5,0,0,3,7,1440,0,122006,52.9276,-114.473,1700,7770,1,53,523000,87,87
3,1.75,2340,51836,1.5,0,0,3,8,1510,830,122012,52.7146,-114.225,2060,77536,1,77,459900,46,46
3,1.98,2243,9787,1.46,1,1,3,7,1761,308,122034,52.79,-114.39,1977,12260,2,63,941847,45,52
3,2.13,2019,29294,1.54,1,1,3,7,1987,236,122036,52.84,-114.41,2210,11655,1,64,782569,52,45
3,2.75,1750,9166,1.0,0,0,4,7,1170,580,122014,52.9996,-114.515,1810,8760,2,55,370000,45,45
3,2.43,1959,22990,1.62,1,1,3,7,1735,316,122032,52.78,-114.42,1961,16489,1,65,552115,55,47
3,2.01,1866,15800,1.42,1,1,3,7,2027,149,122036,52.77,-114.41,2164,12478,2,63,548062,45,48
3,2.0,2910,6600,2.0,0,0,4,7,1920,990,122051,52.7876,-114.471,1370,5500,2,52,718500,124,36
4,2.5,3160,6961,2.0,0,0,3,8,3160,0,122019,52.8425,-114.2,3110,5058,2,62,697000,19,19
3,2.26,2241,24098,1.56,1,1,3,7,1786,194,122026,52.84,-114.43,1917,18087,1,65,1045062,62,60
3,1.75,1720,8117,1.0,0,0,4,7,1170,550,122005,52.9228,-114.315,1760,7276,1,60,583500,46,46
3,2.05,1805,15592,1.58,1,1,3,7,1673,224,122035,52.79,-114.41,1837,14825,2,64,545743,55,48
3,1.0,1260,8280,1.0,0,0,3,6,1260,0,122006,52.93,-114.489,2100,8280,3,80,300000,78,78
3,2.12,1942,6346,1.46,1,1,3,7,2049,287,122038,52.8,-114.42,1982,5584,1,62,615803,56,48
3,1.93,2263,18705,1.39,1,1,3,7,1597,302,122028,52.76,-114.42,2204,9271,1,64,558893,50,49
3,2.5,2390,6435,1.0,0,0,3,8,1600,790,122033,52.956,-114.384,2020,7300,1,79,432500,46,46
3,2.06,2121,19964,1.72,1,1,3,7,1810,304,122029,52.79,-114.39,2038,14944,2,64,905316,50,44
3,1.0,980,7480,1.0,0,0,3,6,830,150,122034,52.7506,-114.553,1140,7480,3,75,280000,76,76
3,2.26,2164,12538,1.43,1,1,3,7,1563,343,122031,52.8,-114.4,1841,12642,2,66,942921,43,43
3,2.32,2502,24731,1.48,1,1,3,7,1663,334,122034,52.82,-114.38,2015,20971,1,67,1126081,55,54
4,3.5,2770,8763,2.0,0,0,3,8,2100,670,122040,52.4925,-114.498,2030,7242,1,79,359000,28,28
3,1.75,1970,8540,1.0,0,3,4,8,1130,840,122050,52.9513,-114.555,2280,8540,3,71,606000,74,74
3,1.75,1390,9585,1.0,0,0,4,7,1390,0,122038,52.982,-114.54,1240,8188,1,53,374150,51,51
5,4.25,3920,16258,2.0,0,0,3,9,2900,1020,122048,52.8171,-114.382,2540,12131,3,77,1000000,34,34
3,2.01,2321,15296,1.42,1,1,3,7,1964,337,122030,52.76,-114.42,2127,16639,1,63,572904,54,54
3,2.09,2086,15556,1.55,1,1,3,7,1635,341,122032,52.78,-114.38,2090,18179,1,66,852956,57,45
3,2.1,2278,13468,1.39,1,1,3,7,1616,256,122028,52.8,-114.39,2035,8037,1,65,971130,44,49
3,2.21,1994,15855,1.57,1,1,3,7,1837,350,122031,52.82,-114.42,2023,11891,2,65,731663,56,46
3,2.2,2187,20428,1.72,1,1,3,7,1853,418,122040,52.78,-114.39,2168,10161,2,64,940425,45,46
4,2.5,2100,7920,1.5,0,0,4,6,1400,700,122064,52.7593,-114.561,1230,7920,2,56,429000,108,108
3,2.04,2073,14759,1.6,1,1,3,7,1800,314,122029,52.77,-114.44,2020,16744,2,66,843893,60,51
3,1.75,1540,8885,1.0,0,0,4,7,1440,100,122067,52.6331,-114.391,1540,12734,1,77,244000,44,44
3,2.22,2241,16411,1.29,1,1,3,7,1562,242,122034,52.8,-114.38,1979,14516,2,63,960819,41,52
3,2.1,2149,15250,1.48,1,1,3,7,1852,306,122035,52.81,-114.36,1768,12206,1,65,959202,52,48
3,3.0,3620,28064,2.0,1,4,5,10,2370,1250,122016,52.7816,-114.588,2550,34713,1,71,2230000,47,47
3,1.83,1833,16167,1.52,1,1,3,7,1900,364,122031,52.77,-114.37,1929,5798,2,65,496928,55,45
3,2.15,2139,23226,1.57,1,1,3,7,1929,304,122032,52.79,-114.4,1922,7460,1,66,898933,55,52
3,2.19,2108,10900,1.5,1,1,3,8,1811,302,122031,52.79,-114.38,1923,14242,1,64,1015675,54,42
2,1.0,1250,5650,2.0,0,1,4,7,1250,0,122064,52.7795,-114.567,1210,5650,1,51,463000,81,81
4,1.0,1440,8320,1.5,0,0,3,7,1440,0,122014,52.9829,-114.508,1440,9230,2,57,395000,78,78
4,1.0,1570,4000,1.5,0,0,3,7,1570,0,122013,52.8575,-114.511,1610,4000,2,55,525000,104,104
3,2.22,2239,21138,1.36,1,1,3,7,1675,365,122034,52.77,-114.42,1952,12439,2,65,934910,53,49
3,1.0,1380,7470,1.0,0,0,5,7,1380,0,122038,52.9779,-114.533,1440,7473,3,78,335000,59,59
3,2.06,2227,16532,1.54,1,1,3,7,1813,292,122034,52.78,-114.4,2038,14562,1,64,944297,57,49
3,2.5,2550,6240,1.0,0,3,5,8,1750,800,122007,52.9292,-114.577,2180,5200,1,64,808000,67,67
5,2.25,2000,7900,1.0,0,0,4,7,1300,700,122070,52.6591,-114.482,2000,9132,3,58,330000,38,38
3,3.25,2670,5108,2.0,0,2,3,9,2670,0,122008,52.7642,-114.056,2670,6500,3,64,535000,24,24
4,1.75,2000,6000,1.0,0,3,5,7,1000,1000,122061,52.8728,-114.538,2610,4377,2,50,710000,68,68
3,2.26,1893,15001,1.58,1,1,3,7,1843,331,122031,52.8,-114.39,1837,14763,2,64,621241,53,46
4,3.0,3400,292723,2.0,0,0,3,10,3400,0,122025,52.7183,-113.915,1760,69696,2,69,688000,26,26
3,1.0,1210,6650,1.0,0,0,3,6,1210,0,122029,52.8514,-114.31,990,7590,2,60,355000,65,65
3,2.25,1340,4080,1.5,0,0,3,6,1170,170,122054,52.8022,-114.481,1670,4080,2,79,330000,117,117
3,2.14,2305,17399,1.55,1,1,3,7,1559,231,122032,52.79,-114.4,1704,10013,2,64,965857,57,45
3,1.75,1830,4500,1.5,0,0,4,7,1830,0,122006,52.906,-114.498,1830,4080,3,77,518000,115,115
3,2.33,2212,26287,1.58,1,1,3,7,2064,200,122028,52.8,-114.4,2158,17796,2,65,997194,53,53
3,2.01,2210,18256,1.57,1,1,3,7,1700,196,122036,52.82,-114.4,1935,7778,2,63,1005266,57,45
3,2.17,2095,13900,1.37,1,1,3,7,1828,182,122028,52.76,-114.39,2138,20342,1,66,554227,51,44
6,3.0,2320,4502,1.0,0,0,4,7,1200,1120,122059,52.7852,-114.49,1160,5628,3,75,384000,37,37
3,2.5,1950,9618,2.0,0,0,3,7,1950,0,122067,52.6368,-114.37,1890,7133,1,73,315000,32,32
3,2.25,2180,7741,2.0,0,0,3,9,2180,0,122019,52.8782,-114.262,2300,8581,1,52,621138,38,38
2,1.0,700,6000,1.0,0,0,4,6,700,0,122014,52.9815,-114.506,920,6000,1,62,267800,75,75
3,1.75,1590,1322,2.0,0,0,3,8,1060,530,122054,52.8053,-114.484,1530,5400,3,71,465000,10,10
4,2.0,1780,8149,1.5,0,0,4,7,1780,0,122014,52.975,-114.492,1180,8149,3,65,395000,76,76
4,2.5,2040,22653,2.0,0,0,3,7,2040,0,122056,52.7291,-114.489,2020,20502,1,52,350000,13,13
3,2.12,1971,14695,1.43,1,1,3,7,1808,239,122033,52.8,-114.45,2076,7673,2,63,631496,50,58
5,1.75,2460,6846,1.5,0,0,5,7,1340,1120,122059,52.7745,-114.511,1410,4800,2,77,445000,113,113
3,2.25,2390,4590,2.0,0,0,3,8,2090,300,122004,52.8915,-114.466,2280,5179,3,56,980000,83,26
2,0.75,1260,4800,1.5,0,2,4,6,1080,180,122010,52.9143,-114.402,2660,7200,2,60,785000,82,82
3,1.5,1820,8585,1.0,0,0,4,7,1820,0,122042,52.6779,-114.403,1740,10088,2,62,205000,62,62
4,2.5,2240,12032,1.0,0,0,3,9,2240,0,122019,52.8443,-114.207,2520,12368,3,80,592500,41,41
3,1.89,1824,20752,1.4,1,1,3,7,1674,173,122032,52.77,-114.39,2074,16791,1,67,522765,48,51
2,1.75,1700,3618,1.0,0,1,3,8,1260,440,122032,52.8636,-114.587,2200,5000,1,73,895000,74,74
3,2.03,2054,7131,1.45,1,1,3,7,1698,262,122034,52.76,-114.4,2003,15656,2,66,540989,46,46
3,2.03,2376,14216,1.3,1,1,3,7,1776,421,122034,52.8,-114.41,2195,16415,2,65,1037720,57,52
3,2.5,3240,33151,2.0,0,2,3,10,3240,0,122018,52.5556,-114.568,4050,24967,1,71,604000,29,29
4,3.0,3150,7778,2.0,0,0,3,9,3150,0,122020,52.8272,-114.208,2970,6500,1,54,700000,24,24
1,0.75,380,15000,1.0,0,0,3,5,380,0,122056,52.711,-114.513,1170,15000,2,56,245000,61,61
3,2.5,1740,5267,2.0,0,0,3,7,1740,0,122024,52.6077,-114.213,2180,5000,2,59,325000,25,25
4,2.5,2340,41600,1.0,0,0,3,8,1640,700,122037,52.9766,-114.267,2340,34960,3,64,522250,47,47
2,1.75,6840,10000,2.5,1,4,3,11,4350,2490,122029,52.8342,-114.302,3120,12300,3,61,3280000,23,23
4,2.5,1990,30083,2.0,0,0,3,8,1990,0,122014,52.9978,-114.462,2220,11627,1,73,470000,26,26
3,2.09,2199,11757,1.46,1,1,3,7,1588,311,122031,52.83,-114.39,2128,8696,2,65,1012257,50,48
4,1.5,1780,8400,1.0,0,0,3,7,1080,700,122016,52.7473,-114.575,1660,8400,1,63,473600,55,55
4,2.5,2250,50155,2.0,0,0,3,8,2250,0,122025,52.679,-113.946,2040,57857,2,67,476500,26,26
3,2.0,1360,2500,1.0,0,0,3,7,730,630,122026,52.9053,-114.553,1630,5000,1,80,499950,38,38
